Year,Round,Game,Home,Home Score,Venue,Home Field-H,Home State,LP-H
2016,round2,Game2,Adelaide,144,Adelaide Oval,Adelaide Oval,SA,11
2016,round2,Game3,Essendon,80,Docklands,Docklands,VIC,16
2016,round2,Game4,Brisbane,83,Gabba,Gabba,QLD,15
2016,round2,Game5,St. Kilda,36,Docklands,Docklands,VIC,13
2016,round2,Game6,Fremantle,100,Perth Stadium,Perth Stadium,WA,18
2016,round2,Game7,Greater Western Sydney,89,Manuka Oval,Sydney Showground,NSW,10
2016,round2,Game8,Hawthorn,99,MCG,MCG,VIC,14
2016,round2,Game9,Carlton,71,Docklands,Docklands,VIC,12
2016,round3,Game1,Port Adelaide,112,Adelaide Oval,Adelaide Oval,SA,12
2016,round3,Game2,St. Kilda,119,Docklands,Docklands,VIC,18
2016,round3,Game3,Richmond,92,MCG,MCG,VIC,10
2016,round3,Game4,Sydney,93,SCG,SCG,NSW,2
2016,round3,Game5,Gold Coast,95,Metricon,Metricon,QLD,3
2016,round3,Game6,West Coast,92,Perth Stadium,Perth Stadium,WA,8
2016,round3,Game7,North Melbourne,136,Blundstone Arena,Docklands,VIC,4
2016,round3,Game8,Western Bulldogs,90,Docklands,Docklands,VIC,1
2016,round3,Game9,Geelong,125,Kardinia Park,Kardinia Park,VIC,6
2016,round4,Game1,West Coast,125,Perth Stadium,Perth Stadium,WA,7
2016,round4,Game2,Essendon,42,Docklands,Docklands,VIC,15
2016,round4,Game3,Hawthorn,87,University of Tasmania Stadium,MCG,VIC,9
2016,round4,Game4,Brisbane,107,Gabba,Gabba,QLD,18
2016,round4,Game5,Carlton,49,Docklands,Docklands,VIC,17
2016,round4,Game6,Adelaide,113,Adelaide Oval,Adelaide Oval,SA,6
2016,round4,Game7,Greater Western Sydney,151,Manuka Oval,Sydney Showground,NSW,11
2016,round4,Game8,Collingwood,67,MCG,MCG,VIC,14
2016,round4,Game9,North Melbourne,132,Docklands,Docklands,VIC,3
2016,round5,Game1,Hawthorn,112,MCG,MCG,VIC,8
2016,round5,Game2,Sydney,88,SCG,SCG,NSW,3
2016,round5,Game3,Gold Coast,81,Metricon,Metricon,QLD,5
2016,round5,Game4,Western Bulldogs,120,Docklands,Docklands,VIC,2
2016,round5,Game5,Port Adelaide,59,Adelaide Oval,Adelaide Oval,SA,11
2016,round5,Game6,St. Kilda,79,Docklands,Docklands,VIC,12
2016,round5,Game7,Fremantle,68,Perth Stadium,Perth Stadium,WA,17
2016,round5,Game8,Melbourne,129,MCG,MCG,VIC,10
2016,round5,Game9,Collingwood,142,MCG,MCG,VIC,15
2016,round6,Game1,North Melbourne,61,Docklands,Docklands,VIC,1
2016,round6,Game2,Melbourne,96,MCG,MCG,VIC,10
2016,round6,Game3,Adelaide,97,Adelaide Oval,Adelaide Oval,SA,9
2016,round6,Game4,Greater Western Sydney,158,Sydney Showground,Sydney Showground,NSW,6
2016,round6,Game5,Geelong,168,Kardinia Park,Kardinia Park,VIC,4
2016,round6,Game6,Richmond,59,MCG,MCG,VIC,14
2016,round6,Game7,Brisbane,94,Gabba,Gabba,QLD,16
2016,round6,Game8,Carlton,72,Docklands,Docklands,VIC,15
2016,round6,Game9,West Coast,124,Perth Stadium,Perth Stadium,WA,8
2016,round7,Game1,Richmond,90,MCG,MCG,VIC,15
2016,round7,Game2,Collingwood,84,MCG,MCG,VIC,13
2016,round7,Game3,Geelong,123,Kardinia Park,Kardinia Park,VIC,2
2016,round7,Game4,Sydney,135,SCG,SCG,NSW,3
2016,round7,Game5,Gold Coast,87,Metricon,Metricon,QLD,10
2016,round7,Game6,Western Bulldogs,123,Docklands,Docklands,VIC,4
2016,round7,Game7,Fremantle,77,Perth Stadium,Perth Stadium,WA,18
2016,round7,Game8,St. Kilda,75,Docklands,Docklands,VIC,12
2016,round7,Game9,Port Adelaide,136,Adelaide Oval,Adelaide Oval,SA,11
2016,round8,Game1,Adelaide,72,Adelaide Oval,Adelaide Oval,SA,8
2016,round8,Game2,Essendon,60,Docklands,Docklands,VIC,17
2016,round8,Game3,Hawthorn,116,University of Tasmania Stadium,MCG,VIC,6
2016,round8,Game4,Greater Western Sydney,149,Sydney Showground,Sydney Showground,NSW,5
2016,round8,Game5,Richmond,101,MCG,MCG,VIC,15
2016,round8,Game6,Brisbane,65,Gabba,Gabba,QLD,16
2016,round8,Game7,Carlton,93,Docklands,Docklands,VIC,12
2016,round8,Game8,Melbourne,82,MCG,MCG,VIC,9
2016,round8,Game9,West Coast,132,Perth Stadium,Perth Stadium,WA,7
2016,round9,Game1,Hawthorn,55,MCG,MCG,VIC,6
2016,round9,Game2,Collingwood,104,MCG,MCG,VIC,12
2016,round9,Game3,Gold Coast,74,Metricon,Metricon,QLD,13
2016,round9,Game4,Port Adelaide,86,Adelaide Oval,Adelaide Oval,SA,10
2016,round9,Game5,Fremantle,45,Perth Stadium,Perth Stadium,WA,18
2016,round9,Game6,North Melbourne,113,Docklands,Docklands,VIC,1
2016,round9,Game7,Melbourne,131,MCG,MCG,VIC,9
2016,round9,Game8,Greater Western Sydney,98,Sydney Showground,Sydney Showground,NSW,3
2016,round9,Game9,St. Kilda,109,Docklands,Docklands,VIC,14
2016,round10,0Game1,Sydney,91,SCG,SCG,NSW,4
2016,round10,0Game2,Brisbane,87,Gabba,Gabba,QLD,16
2016,round10,0Game3,Melbourne,76,TIO Stadium,MCG,VIC,9
2016,round10,0Game4,St. Kilda,101,Docklands,Docklands,VIC,13
2016,round10,0Game5,Essendon,67,Docklands,Docklands,VIC,17
2016,round10,0Game6,Adelaide,107,Adelaide Oval,Adelaide Oval,SA,8
2016,round10,0Game7,Carlton,104,Docklands,Docklands,VIC,12
2016,round10,0Game8,Collingwood,53,MCG,MCG,VIC,11
2016,round10,0Game9,West Coast,132,Perth Stadium,Perth Stadium,WA,6
2016,round11,1Game1,North Melbourne,124,Blundstone Arena,Docklands,VIC,1
2016,round11,1Game2,Hawthorn,82,MCG,MCG,VIC,7
2016,round11,1Game3,Carlton,102,Docklands,Docklands,VIC,11
2016,round11,1Game4,Geelong,98,Kardinia Park,Kardinia Park,VIC,3
2016,round11,1Game5,Fremantle,126,Perth Stadium,Perth Stadium,WA,18
2016,round11,1Game6,Gold Coast,41,Metricon,Metricon,QLD,15
2016,round11,1Game7,Collingwood,58,MCG,MCG,VIC,12
2016,round11,1Game8,Western Bulldogs,83,Docklands,Docklands,VIC,6
2016,round11,1Game9,Adelaide,133,Adelaide Oval,Adelaide Oval,SA,8
2016,round12,2Game1,Essendon,43,Docklands,Docklands,VIC,18
2016,round12,2Game2,Port Adelaide,97,Adelaide Oval,Adelaide Oval,SA,9
2016,round12,2Game3,Brisbane,64,Gabba,Gabba,QLD,17
2016,round12,2Game4,Geelong,105,Kardinia Park,Kardinia Park,VIC,3
2016,round12,2Game5,West Coast,76,Perth Stadium,Perth Stadium,WA,7
2016,round12,2Game6,St. Kilda,110,Docklands,Docklands,VIC,13
2016,round12,2Game7,Richmond,114,MCG,MCG,VIC,14
2016,round12,2Game8,Greater Western Sydney,105,Sydney Showground,Sydney Showground,NSW,6
2016,round12,2Game9,Melbourne,104,MCG,MCG,VIC,11
2016,round13,3Game1,North Melbourne,84,Docklands,Docklands,VIC,1
2016,round13,3Game2,Brisbane,82,Gabba,Gabba,QLD,17
2016,round13,3Game3,Fremantle,86,Perth Stadium,Perth Stadium,WA,16
2016,round13,3Game4,Western Bulldogs,43,Docklands,Docklands,VIC,4
2016,round13,3Game5,Sydney,86,SCG,SCG,NSW,3
2016,round13,3Game6,Essendon,90,Docklands,Docklands,VIC,18
2016,round14,4Game1,Adelaide,100,Adelaide Oval,Adelaide Oval,SA,8
2016,round14,4Game2,Collingwood,85,MCG,MCG,VIC,14
2016,round14,4Game3,Richmond,117,MCG,MCG,VIC,13
2016,round14,4Game4,Greater Western Sydney,127,Sydney Showground,Sydney Showground,NSW,5
2016,round14,4Game5,St. Kilda,93,Docklands,Docklands,VIC,12
2016,round14,4Game6,Hawthorn,86,University of Tasmania Stadium,MCG,VIC,4
2016,round15,5Game1,West Coast,130,Perth Stadium,Perth Stadium,WA,8
2016,round15,5Game2,Port Adelaide,94,Adelaide Oval,Adelaide Oval,SA,9
2016,round15,5Game3,Gold Coast,108,Metricon,Metricon,QLD,16
2016,round15,5Game4,Sydney,79,SCG,SCG,NSW,2
2016,round15,5Game5,Carlton,45,Docklands,Docklands,VIC,13
2016,round15,5Game6,Melbourne,98,MCG,MCG,VIC,10
2016,round16,6Game1,Port Adelaide,79,Adelaide Oval,Adelaide Oval,SA,9
2016,round16,6Game2,Geelong,60,Kardinia Park,Kardinia Park,VIC,2
2016,round16,6Game3,Greater Western Sydney,93,Sydney Showground,Sydney Showground,NSW,3
2016,round16,6Game4,Gold Coast,139,Metricon,Metricon,QLD,15
2016,round16,6Game5,Western Bulldogs,85,Docklands,Docklands,VIC,6
2016,round16,6Game6,Melbourne,87,TIO Stadium,MCG,VIC,10
2016,round16,6Game7,Carlton,47,Docklands,Docklands,VIC,14
2016,round16,6Game8,West Coast,104,Perth Stadium,Perth Stadium,WA,8
2016,round16,6Game9,Essendon,98,Docklands,Docklands,VIC,18
2016,round17,7Game1,Sydney,70,SCG,SCG,NSW,2
2016,round17,7Game2,Fremantle,61,Perth Stadium,Perth Stadium,WA,16
2016,round17,7Game3,Richmond,102,MCG,MCG,VIC,13
2016,round17,7Game4,North Melbourne,77,Docklands,Docklands,VIC,8
2016,round17,7Game5,Western Bulldogs,107,Cazaly's Stadium,Docklands,VIC,4
2016,round17,7Game6,Adelaide,97,Adelaide Oval,Adelaide Oval,SA,3
2016,round17,7Game7,Carlton,75,Docklands,Docklands,VIC,14
2016,round17,7Game8,St. Kilda,110,Docklands,Docklands,VIC,12
2016,round17,7Game9,Brisbane,67,Gabba,Gabba,QLD,17
2016,round18,8Game1,Collingwood,84,MCG,MCG,VIC,12
2016,round18,8Game2,Sydney,74,SCG,SCG,NSW,5
2016,round18,8Game3,Gold Coast,105,Metricon,Metricon,QLD,15
2016,round18,8Game4,West Coast,66,Perth Stadium,Perth Stadium,WA,6
2016,round18,8Game5,Geelong,85,Kardinia Park,Kardinia Park,VIC,7
2016,round18,8Game6,Western Bulldogs,60,Docklands,Docklands,VIC,3
2016,round18,8Game7,Essendon,91,Docklands,Docklands,VIC,18
2016,round18,8Game8,Hawthorn,114,MCG,MCG,VIC,1
2016,round18,8Game9,Port Adelaide,60,Adelaide Oval,Adelaide Oval,SA,9
2016,round19,9Game1,Geelong,103,Kardinia Park,Kardinia Park,VIC,4
2016,round19,9Game2,Greater Western Sydney,111,Manuka Oval,Sydney Showground,NSW,2
2016,round19,9Game3,Hawthorn,74,MCG,MCG,VIC,1
2016,round19,9Game4,Collingwood,91,MCG,MCG,VIC,12
2016,round19,9Game5,North Melbourne,85,Docklands,Docklands,VIC,8
2016,round19,9Game6,Brisbane,79,Gabba,Gabba,QLD,17
2016,round19,9Game7,Melbourne,66,MCG,MCG,VIC,11
2016,round19,9Game8,Fremantle,47,Perth Stadium,Perth Stadium,WA,16
2016,round19,9Game9,Adelaide,143,Adelaide Oval,Adelaide Oval,SA,6
2016,round20,0Game1,Richmond,92,MCG,MCG,VIC,13
2016,round20,0Game2,Sydney,100,SCG,SCG,NSW,3
2016,round20,0Game3,Melbourne,110,MCG,MCG,VIC,11
2016,round20,0Game4,Gold Coast,84,Metricon,Metricon,QLD,14
2016,round20,0Game5,Western Bulldogs,61,Docklands,Docklands,VIC,7
2016,round20,0Game6,Adelaide,177,Adelaide Oval,Adelaide Oval,SA,5
2016,round20,0Game7,Carlton,51,Docklands,Docklands,VIC,15
2016,round20,0Game8,Geelong,100,Kardinia Park,Kardinia Park,VIC,4
2016,round20,0Game9,Fremantle,64,Perth Stadium,Perth Stadium,WA,16
2016,round21,1Game1,Western Bulldogs,95,Docklands,Docklands,VIC,7
2016,round21,1Game2,Brisbane,99,Gabba,Gabba,QLD,17
2016,round21,1Game3,Hawthorn,96,MCG,MCG,VIC,1
2016,round21,1Game4,Greater Western Sydney,96,Sydney Showground,Sydney Showground,NSW,4
2016,round21,1Game5,St. Kilda,76,Docklands,Docklands,VIC,9
2016,round21,1Game6,Port Adelaide,54,Adelaide Oval,Adelaide Oval,SA,10
2016,round21,1Game7,Essendon,75,Docklands,Docklands,VIC,18
2016,round21,1Game8,Richmond,78,MCG,MCG,VIC,13
2016,round21,1Game9,Fremantle,70,Perth Stadium,Perth Stadium,WA,16
2016,round22,2Game1,West Coast,92,Perth Stadium,Perth Stadium,WA,6
2016,round22,2Game2,North Melbourne,76,Docklands,Docklands,VIC,8
2016,round22,2Game3,Richmond,46,MCG,MCG,VIC,13
2016,round22,2Game4,Greater Western Sydney,129,Sydney Showground,Sydney Showground,NSW,5
2016,round22,2Game5,Collingwood,118,MCG,MCG,VIC,12
2016,round22,2Game6,Port Adelaide,94,Adelaide Oval,Adelaide Oval,SA,11
2016,round22,2Game7,Carlton,78,Docklands,Docklands,VIC,15
2016,round22,2Game8,Brisbane,69,Gabba,Gabba,QLD,17
2016,round22,2Game9,Essendon,53,Docklands,Docklands,VIC,18
2016,round23,3Game1,Adelaide,71,Adelaide Oval,Adelaide Oval,SA,2
2016,round23,3Game2,Geelong,155,Kardinia Park,Kardinia Park,VIC,3
2016,round23,3Game3,Essendon,103,Docklands,Docklands,VIC,18
2016,round23,3Game4,Sydney,164,SCG,SCG,NSW,1
2016,round23,3Game5,North Melbourne,63,Docklands,Docklands,VIC,8
2016,round23,3Game6,Gold Coast,66,Metricon,Metricon,QLD,15
2016,round23,3Game7,St. Kilda,161,Docklands,Docklands,VIC,9
2016,round23,3Game8,Hawthorn,112,MCG,MCG,VIC,4
2016,round23,3Game9,Fremantle,69,Perth Stadium,Perth Stadium,WA,16
2015,round1,Game1,Carlton,78,Docklands,Docklands,VIC,13
2015,round1,Game2,Melbourne,115,MCG,MCG,VIC,17
2015,round1,Game3,Sydney,72,SCG,SCG,NSW,1
2015,round1,Game4,Brisbane,74,Gabba,Gabba,QLD,15
2015,round1,Game5,Western Bulldogs,97,Docklands,Docklands,VIC,14
2015,round1,Game6,St. Kilda,78,Docklands,Docklands,VIC,18
2015,round1,Game7,Adelaide,140,Adelaide Oval,Adelaide Oval,SA,10
2015,round1,Game8,Fremantle,75,Perth Stadium,Perth Stadium,WA,4
2015,round1,Game9,Hawthorn,123,MCG,MCG,VIC,2
2015,round2,Game1,West Coast,131,Perth Stadium,Perth Stadium,WA,11
2015,round2,Game2,Richmond,66,MCG,MCG,VIC,3
2015,round2,Game3,Greater Western Sydney,101,Manuka Oval,Sydney Showground,NSW,7
2015,round2,Game4,Collingwood,63,MCG,MCG,VIC,6
2015,round2,Game5,Gold Coast,76,Metricon,Metricon,QLD,15
2015,round2,Game6,Port Adelaide,44,Adelaide Oval,Adelaide Oval,SA,10
2015,round2,Game7,Geelong,60,Kardinia Park,Kardinia Park,VIC,17
2015,round2,Game8,Essendon,78,Docklands,Docklands,VIC,14
2015,round2,Game9,North Melbourne,133,Docklands,Docklands,VIC,18
2015,round3,Game1,Collingwood,140,MCG,MCG,VIC,12
2015,round3,Game2,Carlton,84,Docklands,Docklands,VIC,16
2015,round3,Game3,Adelaide,80,Adelaide Oval,Adelaide Oval,SA,1
2015,round3,Game4,Sydney,111,SCG,SCG,NSW,2
2015,round3,Game5,North Melbourne,105,Docklands,Docklands,VIC,10
2015,round3,Game6,Brisbane,58,Gabba,Gabba,QLD,17
2015,round3,Game7,Hawthorn,127,MCG,MCG,VIC,6
2015,round3,Game8,Geelong,105,Kardinia Park,Kardinia Park,VIC,18
2015,round3,Game9,West Coast,81,Perth Stadium,Perth Stadium,WA,7
2015,round4,Game1,Richmond,51,MCG,MCG,VIC,5
2015,round4,Game2,St. Kilda,81,Docklands,Docklands,VIC,14
2015,round4,Game3,Essendon,49,Docklands,Docklands,VIC,8
2015,round4,Game4,Greater Western Sydney,119,Sydney Showground,Sydney Showground,NSW,7
2015,round4,Game5,Port Adelaide,99,Adelaide Oval,Adelaide Oval,SA,13
2015,round4,Game6,Fremantle,74,Perth Stadium,Perth Stadium,WA,3
2015,round4,Game7,Brisbane,65,Gabba,Gabba,QLD,18
2015,round4,Game8,Geelong,67,Kardinia Park,Kardinia Park,VIC,15
2015,round4,Game9,Western Bulldogs,125,Docklands,Docklands,VIC,9
2015,round5,Game1,Carlton,45,Docklands,Docklands,VIC,14
2015,round5,Game2,Richmond,76,MCG,MCG,VIC,9
2015,round5,Game3,Sydney,73,SCG,SCG,NSW,4
2015,round5,Game4,Gold Coast,118,Metricon,Metricon,QLD,17
2015,round5,Game5,North Melbourne,70,Docklands,Docklands,VIC,10
2015,round5,Game6,West Coast,120,Perth Stadium,Perth Stadium,WA,8
2015,round5,Game7,Melbourne,50,MCG,MCG,VIC,12
2015,round5,Game8,St. Kilda,80,Docklands,Docklands,VIC,15
2015,round5,Game9,Adelaide,91,Adelaide Oval,Adelaide Oval,SA,5
2015,round6,Game1,Collingwood,59,MCG,MCG,VIC,2
2015,round6,Game2,North Melbourne,109,Docklands,Docklands,VIC,12
2015,round6,Game3,Western Bulldogs,87,Docklands,Docklands,VIC,3
2015,round6,Game4,Greater Western Sydney,108,Sydney Showground,Sydney Showground,NSW,8
2015,round6,Game5,Gold Coast,78,Metricon,Metricon,QLD,15
2015,round6,Game6,Melbourne,50,MCG,MCG,VIC,13
2015,round6,Game7,Fremantle,80,Perth Stadium,Perth Stadium,WA,1
2015,round6,Game8,Carlton,75,Docklands,Docklands,VIC,17
2015,round6,Game9,Port Adelaide,68,Adelaide Oval,Adelaide Oval,SA,10
2015,round7,Game1,Essendon,82,Docklands,Docklands,VIC,11
2015,round7,Game2,Adelaide,119,Adelaide Oval,Adelaide Oval,SA,5
2015,round7,Game3,Hawthorn,155,MCG,MCG,VIC,8
2015,round7,Game4,Carlton,57,Docklands,Docklands,VIC,17
2015,round7,Game5,Sydney,120,ANZ Stadium,SCG,NSW,4
2015,round7,Game6,West Coast,135,Perth Stadium,Perth Stadium,WA,2
2015,round7,Game7,Western Bulldogs,88,Docklands,Docklands,VIC,7
2015,round7,Game8,Richmond,105,MCG,MCG,VIC,13
2015,round7,Game9,Brisbane,102,Gabba,Gabba,QLD,18
2015,round8,Game1,Geelong,140,Docklands,Kardinia Park,VIC,13
2015,round8,Game2,St. Kilda,78,Docklands,Docklands,VIC,14
2015,round8,Game3,Greater Western Sydney,108,Sydney Showground,Sydney Showground,NSW,5
2015,round8,Game4,Gold Coast,63,Metricon,Metricon,QLD,17
2015,round8,Game5,Hawthorn,69,MCG,MCG,VIC,6
2015,round8,Game6,Fremantle,115,Perth Stadium,Perth Stadium,WA,1
2015,round8,Game7,Essendon,136,Docklands,Docklands,VIC,11
2015,round8,Game8,Melbourne,103,MCG,MCG,VIC,15
2015,round8,Game9,Port Adelaide,43,Adelaide Oval,Adelaide Oval,SA,12
2015,round9,Game1,Sydney,122,SCG,SCG,NSW,3
2015,round9,Game2,Hawthorn,93,University of Tasmania Stadium,MCG,VIC,7
2015,round9,Game3,Melbourne,54,TIO Stadium,MCG,VIC,14
2015,round9,Game4,Western Bulldogs,113,Docklands,Docklands,VIC,11
2015,round9,Game5,Richmond,72,MCG,MCG,VIC,8
2015,round9,Game6,Adelaide,57,Adelaide Oval,Adelaide Oval,SA,6
2015,round9,Game7,Brisbane,86,Gabba,Gabba,QLD,16
2015,round9,Game8,Collingwood,112,MCG,MCG,VIC,5
2015,round9,Game9,West Coast,120,Perth Stadium,Perth Stadium,WA,2
2015,round10,0Game1,Fremantle,70,Perth Stadium,Perth Stadium,WA,1
2015,round10,0Game2,Carlton,90,Docklands,Docklands,VIC,18
2015,round10,0Game3,Gold Coast,41,Metricon,Metricon,QLD,17
2015,round10,0Game4,Essendon,53,Docklands,Docklands,VIC,10
2015,round10,0Game5,Port Adelaide,100,Adelaide Oval,Adelaide Oval,SA,11
2015,round10,0Game6,Greater Western Sydney,97,Sydney Showground,Sydney Showground,NSW,5
2015,round10,0Game7,North Melbourne,85,Docklands,Docklands,VIC,13
2015,round10,0Game8,St. Kilda,69,Docklands,Docklands,VIC,14
2015,round10,0Game9,Melbourne,85,MCG,MCG,VIC,15
2015,round11,1Game1,Port Adelaide,69,Adelaide Oval,Adelaide Oval,SA,9
2015,round11,1Game2,Gold Coast,46,Metricon,Metricon,QLD,18
2015,round11,1Game3,West Coast,96,Perth Stadium,Perth Stadium,WA,3
2015,round11,1Game4,North Melbourne,75,Docklands,Docklands,VIC,12
2015,round11,1Game5,Collingwood,119,MCG,MCG,VIC,4
2015,round11,1Game6,St. Kilda,85,Docklands,Docklands,VIC,14
2015,round12,2Game1,Adelaide,85,Adelaide Oval,Adelaide Oval,SA,7
2015,round12,2Game2,Richmond,70,MCG,MCG,VIC,8
2015,round12,2Game3,Carlton,110,Docklands,Docklands,VIC,18
2015,round12,2Game4,Greater Western Sydney,61,Sydney Showground,Sydney Showground,NSW,5
2015,round12,2Game5,Western Bulldogs,146,Docklands,Docklands,VIC,11
2015,round12,2Game6,Geelong,89,Kardinia Park,Kardinia Park,VIC,9
2015,round13,3Game1,Fremantle,80,Perth Stadium,Perth Stadium,WA,1
2015,round13,3Game2,Sydney,77,SCG,SCG,NSW,3
2015,round13,3Game3,Hawthorn,114,MCG,MCG,VIC,5
2015,round13,3Game4,Brisbane,69,Gabba,Gabba,QLD,17
2015,round13,3Game5,St. Kilda,56,Docklands,Docklands,VIC,14
2015,round13,3Game6,Carlton,103,Docklands,Docklands,VIC,16
2015,round14,4Game1,Sydney,94,SCG,SCG,NSW,3
2015,round14,4Game2,Collingwood,91,MCG,MCG,VIC,5
2015,round14,4Game3,Richmond,78,MCG,MCG,VIC,6
2015,round14,4Game4,Gold Coast,125,Metricon,Metricon,QLD,18
2015,round14,4Game5,Western Bulldogs,64,Docklands,Docklands,VIC,8
2015,round14,4Game6,Melbourne,60,TIO Stadium,MCG,VIC,15
2015,round14,4Game7,Essendon,52,Docklands,Docklands,VIC,13
2015,round14,4Game8,Fremantle,84,Perth Stadium,Perth Stadium,WA,1
2015,round15,5Game1,Port Adelaide,66,Adelaide Oval,Adelaide Oval,SA,12
2015,round15,5Game2,Richmond,71,MCG,MCG,VIC,6
2015,round15,5Game3,Essendon,69,Docklands,Docklands,VIC,14
2015,round15,5Game4,Western Bulldogs,95,Docklands,Docklands,VIC,7
2015,round15,5Game5,North Melbourne,120,Docklands,Docklands,VIC,11
2015,round15,5Game6,West Coast,147,Perth Stadium,Perth Stadium,WA,2
2015,round15,5Game7,Greater Western Sydney,84,Sydney Showground,Sydney Showground,NSW,9
2015,round15,5Game8,Hawthorn,115,MCG,MCG,VIC,4
2015,round15,5Game9,Brisbane,49,Gabba,Gabba,QLD,18
2015,round16,6Game1,North Melbourne,93,Docklands,Docklands,VIC,11
2015,round16,6Game2,Geelong,72,Kardinia Park,Kardinia Park,VIC,11
2015,round16,6Game3,Gold Coast,79,Metricon,Metricon,QLD,17
2015,round16,6Game4,Collingwood,56,MCG,MCG,VIC,7
2015,round16,6Game5,Sydney,57,ANZ Stadium,SCG,NSW,3
2015,round16,6Game6,Fremantle,95,Perth Stadium,Perth Stadium,WA,1
2015,round16,6Game7,Melbourne,60,MCG,MCG,VIC,15
2015,round16,6Game8,Port Adelaide,113,Adelaide Oval,Adelaide Oval,SA,12
2015,round16,6Game9,St. Kilda,73,Docklands,Docklands,VIC,13
2015,round17,7Game1,Carlton,35,Docklands,Docklands,VIC,16
2015,round17,7Game2,Greater Western Sydney,42,Sydney Showground,Sydney Showground,NSW,7
2015,round17,7Game3,Adelaide,125,Adelaide Oval,Adelaide Oval,SA,8
2015,round17,7Game4,Richmond,78,MCG,MCG,VIC,5
2015,round17,7Game5,Essendon,116,Docklands,Docklands,VIC,14
2015,round17,7Game6,Brisbane,38,Gabba,Gabba,QLD,18
2015,round17,7Game7,Western Bulldogs,104,Docklands,Docklands,VIC,6
2015,round17,7Game8,Melbourne,46,MCG,MCG,VIC,15
2015,round17,7Game9,West Coast,103,Perth Stadium,Perth Stadium,WA,2
2015,round18,8Game1,Hawthorn,53,MCG,MCG,VIC,3
2015,round18,8Game2,Geelong,113,Kardinia Park,Kardinia Park,VIC,10
2015,round18,8Game3,Collingwood,54,MCG,MCG,VIC,11
2015,round18,8Game4,Sydney,117,SCG,SCG,NSW,4
2015,round18,8Game5,Carlton,54,Docklands,Docklands,VIC,16
2015,round18,8Game6,Gold Coast,83,Metricon,Metricon,QLD,17
2015,round18,8Game7,Port Adelaide,112,Adelaide Oval,Adelaide Oval,SA,12
2015,round18,8Game8,Essendon,40,Docklands,Docklands,VIC,14
2015,round18,8Game9,Fremantle,84,Perth Stadium,Perth Stadium,WA,1
2015,round19,9Game1,Adelaide,88,Adelaide Oval,Adelaide Oval,SA,9
2015,round19,9Game2,Collingwood,105,MCG,MCG,VIC,11
2015,round19,9Game3,Western Bulldogs,128,Docklands,Docklands,VIC,5
2015,round19,9Game4,Brisbane,100,Gabba,Gabba,QLD,18
2015,round19,9Game5,Geelong,95,Kardinia Park,Kardinia Park,VIC,8
2015,round19,9Game6,West Coast,74,Perth Stadium,Perth Stadium,WA,2
2015,round19,9Game7,Melbourne,92,MCG,MCG,VIC,14
2015,round19,9Game8,Greater Western Sydney,93,Sydney Showground,Sydney Showground,NSW,10
2015,round19,9Game9,St. Kilda,59,Docklands,Docklands,VIC,13
2015,round20,0Game1,Sydney,87,SCG,SCG,NSW,5
2015,round20,0Game2,Essendon,59,Docklands,Docklands,VIC,15
2015,round20,0Game3,North Melbourne,120,Docklands,Docklands,VIC,6
2015,round20,0Game4,Port Adelaide,111,Adelaide Oval,Adelaide Oval,SA,12
2015,round20,0Game5,Geelong,85,Kardinia Park,Kardinia Park,VIC,8
2015,round20,0Game6,Brisbane,131,Gabba,Gabba,QLD,18
2015,round20,0Game7,Richmond,138,MCG,MCG,VIC,7
2015,round20,0Game8,Western Bulldogs,153,Docklands,Docklands,VIC,4
2015,round20,0Game9,Fremantle,80,Perth Stadium,Perth Stadium,WA,1
2015,round21,1Game1,Hawthorn,86,MCG,MCG,VIC,3
2015,round21,1Game2,Collingwood,56,MCG,MCG,VIC,11
2015,round21,1Game3,Greater Western Sydney,44,Sydney Showground,Sydney Showground,NSW,10
2015,round21,1Game4,Gold Coast,97,Metricon,Metricon,QLD,16
2015,round21,1Game5,St. Kilda,97,Docklands,Docklands,VIC,13
2015,round21,1Game6,Adelaide,131,Adelaide Oval,Adelaide Oval,SA,8
2015,round21,1Game7,North Melbourne,94,Docklands,Docklands,VIC,7
2015,round21,1Game8,Carlton,78,Docklands,Docklands,VIC,18
2015,round21,1Game9,West Coast,162,Perth Stadium,Perth Stadium,WA,2
2015,round22,2Game1,Geelong,62,Kardinia Park,Kardinia Park,VIC,9
2015,round22,2Game2,Greater Western Sydney,132,Sydney Showground,Sydney Showground,NSW,11
2015,round22,2Game3,Hawthorn,134,MCG,MCG,VIC,3
2015,round22,2Game4,North Melbourne,73,Docklands,Docklands,VIC,7
2015,round22,2Game5,Essendon,47,Docklands,Docklands,VIC,15
2015,round22,2Game6,Gold Coast,51,Metricon,Metricon,QLD,16
2015,round22,2Game7,Adelaide,126,Adelaide Oval,Adelaide Oval,SA,8
2015,round22,2Game8,St. Kilda,38,Docklands,Docklands,VIC,13
2015,round22,2Game9,Fremantle,108,Perth Stadium,Perth Stadium,WA,1
2015,round23,3Game1,Richmond,108,MCG,MCG,VIC,5
2015,round23,3Game2,Geelong,119,Kardinia Park,Kardinia Park,VIC,11
2015,round23,3Game3,Brisbane,130,Gabba,Gabba,QLD,18
2015,round23,3Game4,Port Adelaide,122,Adelaide Oval,Adelaide Oval,SA,9
2015,round23,3Game5,Hawthorn,113,MCG,MCG,VIC,3
