Year,Round,Away,Away Score,Home Field-A,Away State
2014,r11g2,Collingwood,140,MCG,VIC
2014,r11g3,Port Adelaide,95,Adelaide Oval,SA
2014,r11g4,Carlton,91,Docklands,VIC
2014,r11g5,Richmond,54,MCG,VIC
2014,r11g6,Gold Coast,77,Metricon,QLD
2014,r11g7,Fremantle,89,Perth Stadium,WA
2014,r11g8,Greater Western Sydney,87,Sydney Showground,NSW
2014,r11g9,North Melbourne,82,Docklands,VIC
2014,r12g1,Carlton,102,Docklands,VIC
2014,r12g2,West Coast,79,Perth Stadium,WA
2014,r12g3,St. Kilda,59,Docklands,VIC
2014,r12g4,Essendon,81,Docklands,VIC
2014,r12g5,Brisbane,95,Gabba,QLD
2014,r12g6,Sydney,109,SCG,NSW
2014,r12g7,Adelaide,50,Adelaide Oval,SA
2014,r12g8,Richmond,88,MCG,VIC
2014,r12g9,Collingwood,61,MCG,VIC
2014,r13g1,Hawthorn,118,MCG,VIC
2014,r13g2,Fremantle,105,Perth Stadium,WA
2014,r13g3,Port Adelaide,94,Adelaide Oval,SA
2014,r13g4,Gold Coast,100,Metricon,QLD
2014,r13g5,North Melbourne,73,Docklands,VIC
2014,r13g6,Greater Western Sydney,125,Sydney Showground,NSW
2014,r13g7,St. Kilda,37,Docklands,VIC
2014,r13g8,Western Bulldogs,106,Docklands,VIC
2014,r13g9,Melbourne,78,MCG,VIC
2014,r14g1,Sydney,62,SCG,NSW
2014,r14g2,Western Bulldogs,56,Docklands,VIC
2014,r14g3,Collingwood,86,MCG,VIC
2014,r14g4,Geelong,78,Kardinia Park,VIC
2014,r14g5,Brisbane,22,Gabba,QLD
2014,r14g6,Adelaide,92,Adelaide Oval,SA
2014,r14g7,Carlton,92,Docklands,VIC
2014,r14g8,West Coast,103,Perth Stadium,WA
2014,r14g9,North Melbourne,107,Docklands,VIC
2014,r15g1,Essendon,80,Docklands,VIC
2014,r15g2,Gold Coast,63,Metricon,QLD
2014,r15g3,Richmond,117,MCG,VIC
2014,r15g4,West Coast,81,Perth Stadium,WA
2014,r15g5,North Melbourne,66,Docklands,VIC
2014,r15g6,Greater Western Sydney,60,Sydney Showground,NSW
2014,r15g7,Melbourne,85,MCG,VIC
2014,r15g8,Port Adelaide,76,Adelaide Oval,SA
2014,r15g9,Carlton,76,Docklands,VIC
2014,r16g1,Hawthorn,88,MCG,VIC
2014,r16g2,Brisbane,54,Gabba,QLD
2014,r16g3,Adelaide,140,Adelaide Oval,SA
2014,r16g4,Collingwood,75,MCG,VIC
2014,r16g5,Essendon,62,Docklands,VIC
2014,r16g6,Fremantle,97,Perth Stadium,WA
2014,r16g7,St. Kilda,66,Docklands,VIC
2014,r16g8,Sydney,79,SCG,NSW
2014,r16g9,Western Bulldogs,56,Docklands,VIC
2014,r17g1,Hawthorn,104,MCG,VIC
2014,r17g2,Geelong,102,Kardinia Park,VIC
2014,r17g3,St. Kilda,33,Docklands,VIC
2014,r17g4,Gold Coast,66,Metricon,QLD
2014,r17g5,Carlton,51,Docklands,VIC
2014,r17g6,West Coast,76,Perth Stadium,WA
2014,r17g7,Port Adelaide,106,Adelaide Oval,SA
2014,r17g8,Collingwood,39,MCG,VIC
2014,r17g9,Greater Western Sydney,60,Sydney Showground,NSW
2014,r18g1,North Melbourne,86,Docklands,VIC
2014,r18g2,Fremantle,60,Perth Stadium,WA
2014,r18g3,Geelong,94,Kardinia Park,VIC
2014,r18g4,Melbourne,69,MCG,VIC
2014,r18g5,Essendon,101,Docklands,VIC
2014,r18g6,Richmond,59,MCG,VIC
2014,r18g7,Gold Coast,56,Metricon,QLD
2014,r18g8,Sydney,94,SCG,NSW
2014,r18g9,Adelaide,98,Adelaide Oval,SA
2014,r19g1,Carlton,78,Docklands,VIC
2014,r19g2,Essendon,57,Docklands,VIC
2014,r19g3,West Coast,136,Perth Stadium,WA
2014,r19g4,Greater Western Sydney,62,Sydney Showground,NSW
2014,r19g5,Geelong,111,Kardinia Park,VIC
2014,r19g6,St. Kilda,64,Docklands,VIC
2014,r19g7,Brisbane,74,Gabba,QLD
2014,r19g8,Western Bulldogs,45,Docklands,VIC
2014,r19g9,Port Adelaide,70,Adelaide Oval,SA
2014,r20g1,Essendon,77,Docklands,VIC
2014,r20g2,North Melbourne,126,Docklands,VIC
2014,r20g3,Gold Coast,58,Metricon,QLD
2014,r20g4,Melbourne,65,MCG,VIC
2014,r20g5,Fremantle,79,Perth Stadium,WA
2014,r20g6,Sydney,84,SCG,NSW
2014,r20g7,Adelaide,168,Adelaide Oval,SA
2014,r20g8,Western Bulldogs,122,Docklands,VIC
2014,r20g9,Collingwood,66,MCG,VIC
2014,r21g1,Geelong,82,Kardinia Park,VIC
2014,r21g2,St. Kilda,56,Docklands,VIC
2014,r21g3,Port Adelaide,56,Adelaide Oval,SA
2014,r21g4,West Coast,74,Perth Stadium,WA
2014,r21g5,Richmond,79,MCG,VIC
2014,r21g6,Brisbane,123,Gabba,QLD
2014,r21g7,Western Bulldogs,61,Docklands,VIC
2014,r21g8,Greater Western Sydney,98,Sydney Showground,NSW
2014,r21g9,Hawthorn,91,MCG,VIC
2014,r22g1,Carlton,37,Docklands,VIC
2014,r22g2,Adelaide,94,Adelaide Oval,SA
2014,r22g3,Gold Coast,89,Metricon,QLD
2014,r22g4,Collingwood,75,MCG,VIC
2014,r22g5,Geelong,71,Kardinia Park,VIC
2014,r22g6,Melbourne,53,MCG,VIC
2014,r22g7,Fremantle,106,Perth Stadium,WA
2014,r22g8,Sydney,130,SCG,NSW
2014,r22g9,St. Kilda,72,Docklands,VIC
2014,r23g1,Hawthorn,121,MCG,VIC
2014,r23g2,Essendon,90,Docklands,VIC
2014,r23g3,Port Adelaide,97,Adelaide Oval,SA
2014,r23g4,Richmond,68,MCG,VIC
2014,r23g5,Brisbane,81,Gabba,QLD
2014,r23g6,Melbourne,93,MCG,VIC
2014,r23g7,West Coast,151,Perth Stadium,WA
2014,r23g8,St. Kilda,62,Docklands,VIC
2014,r23g9,Greater Western Sydney,115,Sydney Showground,NSW
2013,r1g1,Essendon,117,Docklands,VIC
2013,r1g2,West Coast,80,Perth Stadium,WA
2013,r1g3,Richmond,106,MCG,VIC
2013,r1g4,Brisbane,59,Gabba,QLD
2013,r1g5,Sydney,106,SCG,NSW
2013,r1g6,St. Kilda,77,Docklands,VIC
2013,r1g7,Port Adelaide,133,Adelaide Oval,SA
2013,r1g8,Collingwood,103,MCG,VIC
2013,r1g9,Geelong,93,Kardinia Park,VIC
2013,r2g1,Richmond,99,MCG,VIC
2013,r2g2,Gold Coast,73,Metricon,QLD
2013,r2g3,Fremantle,106,Perth Stadium,WA
2013,r2g4,Adelaide,96,Adelaide Oval,SA
2013,r2g5,Greater Western Sydney,78,Sydney Showground,NSW
2013,r2g6,Melbourne,36,MCG,VIC
2013,r2g7,North Melbourne,108,Docklands,VIC
2013,r2g8,Carlton,100,Docklands,VIC
2013,r2g9,Hawthorn,148,MCG,VIC
2013,r3g1,Essendon,72,Docklands,VIC
2013,r3g2,Sydney,131,SCG,NSW
2013,r3g3,West Coast,177,Perth Stadium,WA
2013,r3g4,St. Kilda,140,Docklands,VIC
2013,r3g5,Carlton,103,Docklands,VIC
2013,r3g6,Brisbane,94,Gabba,QLD
2013,r3g7,Western Bulldogs,68,Docklands,VIC
2013,r3g8,Hawthorn,145,MCG,VIC
2013,r3g9,Adelaide,109,Adelaide Oval,SA
2013,r4g1,Geelong,124,Kardinia Park,VIC
2013,r4g2,Fremantle,76,Perth Stadium,WA
2013,r4g3,Collingwood,113,MCG,VIC
2013,r4g4,Essendon,128,Docklands,VIC
2013,r4g5,Carlton,89,Docklands,VIC
2013,r4g6,Port Adelaide,104,Adelaide Oval,SA
2013,r4g7,Greater Western Sydney,103,Sydney Showground,NSW
2013,r4g8,Western Bulldogs,28,Docklands,VIC
2013,r4g9,Brisbane,62,Gabba,QLD
2013,r5g1,Collingwood,75,MCG,VIC
2013,r5g2,Sydney,79,SCG,NSW
2013,r5g3,Richmond,80,MCG,VIC
2013,r5g4,Gold Coast,148,Metricon,QLD
2013,r5g5,Adelaide,83,Adelaide Oval,SA
2013,r5g6,West Coast,79,Perth Stadium,WA
2013,r5g7,Geelong,107,Kardinia Park,VIC
2013,r5g8,Melbourne,94,MCG,VIC
2013,r5g9,North Melbourne,96,Docklands,VIC
2013,r6g1,St. Kilda,77,Docklands,VIC
2013,r6g2,Greater Western Sydney,81,Sydney Showground,NSW
2013,r6g3,Port Adelaide,83,Adelaide Oval,SA
2013,r6g4,Hawthorn,89,MCG,VIC
2013,r6g5,Fremantle,99,Perth Stadium,WA
2013,r6g6,Geelong,131,Kardinia Park,VIC
2013,r6g7,Brisbane,55,Gabba,QLD
2013,r6g8,Melbourne,60,MCG,VIC
2013,r6g9,Western Bulldogs,67,Docklands,VIC
2013,r7g1,Essendon,85,Docklands,VIC
2013,r7g2,Richmond,114,MCG,VIC
2013,r7g3,West Coast,108,Perth Stadium,WA
2013,r7g4,North Melbourne,151,Docklands,VIC
2013,r7g5,Collingwood,73,MCG,VIC
2013,r7g6,Sydney,82,SCG,NSW
2013,r7g7,Adelaide,187,Adelaide Oval,SA
2013,r7g8,Gold Coast,114,Metricon,QLD
2013,r7g9,Carlton,68,Docklands,VIC
2013,r8g1,North Melbourne,88,Docklands,VIC
2013,r8g2,Brisbane,96,Gabba,QLD
2013,r8g3,Greater Western Sydney,57,Sydney Showground,NSW
2013,r8g4,Western Bulldogs,61,Docklands,VIC
2013,r8g5,Fremantle,70,Perth Stadium,WA
2013,r8g6,Geelong,96,Kardinia Park,VIC
2013,r8g7,Port Adelaide,91,Adelaide Oval,SA
2013,r8g8,Melbourne,72,MCG,VIC
2013,r8g9,St. Kilda,47,Docklands,VIC
2013,r9g1,Sydney,102,SCG,NSW
2013,r9g2,Geelong,116,Kardinia Park,VIC
2013,r9g3,West Coast,155,Perth Stadium,WA
2013,r9g4,Western Bulldogs,110,Docklands,VIC
2013,r9g5,Carlton,98,Docklands,VIC
2013,r9g6,Essendon,91,Docklands,VIC
2013,r9g7,Gold Coast,92,Metricon,QLD
2013,r9g8,Adelaide,125,Adelaide Oval,SA
2013,r9g9,Melbourne,40,MCG,VIC
2013,r10g1,Collingwood,100,MCG,VIC
2013,r10g2,Greater Western Sydney,54,Sydney Showground,NSW
2013,r10g3,Fremantle,66,Perth Stadium,WA
2013,r10g4,Essendon,71,Docklands,VIC
2013,r10g5,Gold Coast,71,Metricon,QLD
2013,r10g6,Port Adelaide,58,Adelaide Oval,SA
2013,r10g7,Hawthorn,143,MCG,VIC
2013,r10g8,St. Kilda,65,Docklands,VIC
2013,r10g9,Richmond,103,MCG,VIC
2013,r11g1,Carlton,72,Docklands,VIC
2013,r11g2,Geelong,157,Kardinia Park,VIC
2013,r11g3,Sydney,127,SCG,NSW
2013,r11g4,North Melbourne,51,Docklands,VIC
2013,r11g5,West Coast,84,Perth Stadium,WA
2013,r11g6,Collingwood,122,MCG,VIC
2013,r12g1,Hawthorn,102,MCG,VIC
2013,r12g2,Adelaide,72,Adelaide Oval,SA
2013,r12g3,Brisbane,46,Gabba,QLD
2013,r12g4,Gold Coast,72,Metricon,QLD
2013,r12g5,Port Adelaide,125,Adelaide Oval,SA
2013,r12g6,Western Bulldogs,65,Docklands,VIC
2013,r13g1,West Coast,103,Perth Stadium,WA
2013,r13g2,Sydney,54,SCG,NSW
2013,r13g3,Melbourne,69,MCG,VIC
2013,r13g4,Richmond,121,MCG,VIC
2013,r13g5,North Melbourne,29,Docklands,VIC
2013,r13g6,Geelong,98,Kardinia Park,VIC
2013,r14g1,Essendon,98,Docklands,VIC
2013,r14g2,Carlton,43,Docklands,VIC
2013,r14g3,Adelaide,111,Adelaide Oval,SA
2013,r14g4,Collingwood,51,MCG,VIC
2013,r14g5,Western Bulldogs,100,Docklands,VIC
2013,r14g6,Fremantle,44,Perth Stadium,WA
2013,r14g7,Brisbane,85,Gabba,QLD
2013,r14g8,Greater Western Sydney,44,Sydney Showground,NSW
2013,r14g9,St. Kilda,55,Docklands,VIC
2013,r15g1,Collingwood,118,MCG,VIC
2013,r15g2,Western Bulldogs,87,Docklands,VIC
2013,r15g3,Richmond,66,MCG,VIC
2013,r15g4,Gold Coast,83,Metricon,QLD
2013,r15g5,West Coast,75,Perth Stadium,WA
2013,r15g6,Hawthorn,72,MCG,VIC
2013,r15g7,Sydney,116,SCG,NSW
2013,r15g8,St. Kilda,70,Docklands,VIC
2013,r15g9,Port Adelaide,88,Adelaide Oval,SA
2013,r16g1,Adelaide,84,Adelaide Oval,SA
2013,r16g2,Hawthorn,124,MCG,VIC
2013,r16g3,Melbourne,30,MCG,VIC
2013,r16g4,Gold Coast,44,Metricon,QLD
2013,r16g5,North Melbourne,105,Docklands,VIC
2013,r16g6,St. Kilda,74,Docklands,VIC
2013,r16g7,Greater Western Sydney,42,Sydney Showground,NSW
2013,r16g8,Essendon,121,Docklands,VIC
2013,r16g9,Fremantle,121,Perth Stadium,WA
2013,r17g1,Carlton,109,Docklands,VIC
2013,r17g2,Western Bulldogs,76,Docklands,VIC
2013,r17g3,Essendon,116,Docklands,VIC
2013,r17g4,Collingwood,78,MCG,VIC
2013,r17g5,Brisbane,94,Gabba,QLD
2013,r17g6,Port Adelaide,97,Adelaide Oval,SA
2013,r17g7,Fremantle,57,Perth Stadium,WA
2013,r17g8,Geelong,92,Kardinia Park,VIC
2013,r17g9,Sydney,113,SCG,NSW
2013,r18g1,Hawthorn,143,MCG,VIC
2013,r18g2,Carlton,120,Docklands,VIC
2013,r18g3,North Melbourne,150,Docklands,VIC
2013,r18g4,Greater Western Sydney,66,Sydney Showground,NSW
2013,r18g5,Adelaide,53,Adelaide Oval,SA
2013,r18g6,St. Kilda,36,Docklands,VIC
2013,r18g7,Brisbane,62,Gabba,QLD
2013,r18g8,West Coast,89,Perth Stadium,WA
2013,r18g9,Richmond,63,MCG,VIC
2013,r19g1,Geelong,86,Kardinia Park,VIC
2013,r19g2,Melbourne,87,MCG,VIC
2013,r19g3,Richmond,107,MCG,VIC
2013,r19g4,Gold Coast,113,Metricon,QLD
2013,r19g5,St. Kilda,77,Docklands,VIC
2013,r19g6,Fremantle,116,Perth Stadium,WA
2013,r19g7,Sydney,134,SCG,NSW
2013,r19g8,Port Adelaide,107,Adelaide Oval,SA
2013,r19g9,Essendon,54,Docklands,VIC
2013,r20g1,Hawthorn,102,MCG,VIC
2013,r20g2,Brisbane,74,Gabba,QLD
2013,r20g3,Port Adelaide,104,Adelaide Oval,SA
2013,r20g4,Western Bulldogs,117,Docklands,VIC
2013,r20g5,Melbourne,77,MCG,VIC
2013,r20g6,Collingwood,100,MCG,VIC
2013,r20g7,West Coast,120,Perth Stadium,WA
2013,r20g8,North Melbourne,70,Docklands,VIC
2013,r20g9,Greater Western Sydney,44,Sydney Showground,NSW
2013,r21g1,Collingwood,84,MCG,VIC
2013,r21g2,Carlton,106,Docklands,VIC
2013,r21g3,Gold Coast,96,Metricon,QLD
2013,r21g4,North Melbourne,115,Docklands,VIC
2013,r21g5,Geelong,107,Kardinia Park,VIC
2013,r21g6,Greater Western Sydney,63,Sydney Showground,NSW
2013,r21g7,Fremantle,133,Perth Stadium,WA
2013,r21g8,St. Kilda,59,Docklands,VIC
2013,r21g9,Adelaide,114,Adelaide Oval,SA
2013,r22g1,West Coast,39,Perth Stadium,WA
2013,r22g2,Melbourne,52,MCG,VIC
2013,r22g3,Hawthorn,117,MCG,VIC
2013,r22g4,Sydney,48,SCG,NSW
2013,r22g5,Port Adelaide,60,Adelaide Oval,SA
2013,r22g6,Essendon,82,Docklands,VIC
2013,r22g7,Gold Coast,70,Metricon,QLD
2013,r22g8,Richmond,163,MCG,VIC
2013,r22g9,Western Bulldogs,93,Docklands,VIC
2013,r23g1,Hawthorn,112,MCG,VIC
2013,r23g2,Fremantle,41,Perth Stadium,WA
2013,r23g3,Brisbane,111,Gabba,QLD
2013,r23g4,Carlton,104,Docklands,VIC
2013,r23g5,Adelaide,129,Adelaide Oval,SA
2013,r23g6,Richmond,104,MCG,VIC
2013,r23g7,Greater Western Sydney,63,Sydney Showground,NSW
2013,r23g8,North Melbourne,125,Docklands,VIC
2013,r23g9,Melbourne,87,MCG,VIC
2012,r1g1,Sydney,100,SCG,NSW
2012,r1g2,Carlton,125,Docklands,VIC
2012,r1g3,Collingwood,115,MCG,VIC
2012,r1g4,Brisbane,119,Gabba,QLD
2012,r1g5,Adelaide,137,Adelaide Oval,SA
2012,r1g6,Geelong,101,Kardinia Park,VIC
2012,r1g7,Essendon,104,Docklands,VIC
2012,r1g8,West Coast,136,Perth Stadium,WA
2012,r1g9,St. Kilda,85,Docklands,VIC
2012,r2g1,Carlton,154,Docklands,VIC
2012,r2g2,Port Adelaide,86,Adelaide Oval,SA
2012,r2g3,Fremantle,81,Perth Stadium,WA
2012,r2g4,Melbourne,58,MCG,VIC
2012,r2g5,Western Bulldogs,64,Docklands,VIC
2012,r2g6,Richmond,64,MCG,VIC
2012,r2g7,Greater Western Sydney,54,Sydney Showground,NSW
2012,r2g8,Gold Coast,47,Metricon,QLD
2012,r2g9,Hawthorn,90,MCG,VIC
2012,r3g1,Collingwood,62,MCG,VIC
2012,r3g2,Melbourne,74,MCG,VIC
2012,r3g3,Sydney,105,SCG,NSW
2012,r3g4,Brisbane,35,Gabba,QLD
2012,r3g5,St. Kilda,103,Docklands,VIC
2012,r3g6,Essendon,105,Docklands,VIC
2012,r3g7,West Coast,150,Perth Stadium,WA
2012,r3g8,Adelaide,84,Adelaide Oval,SA
2012,r3g9,Geelong,114,Kardinia Park,VIC
2012,r4g1,Fremantle,92,Perth Stadium,WA
2012,r4g2,Essendon,109,Docklands,VIC
2012,r4g3,Port Adelaide,73,Adelaide Oval,SA
2012,r4g4,Greater Western Sydney,50,Sydney Showground,NSW
2012,r4g5,Gold Coast,46,Metricon,QLD
2012,r4g6,Hawthorn,46,MCG,VIC
2012,r4g7,Richmond,65,MCG,VIC
2012,r4g8,North Melbourne,77,Docklands,VIC
2012,r4g9,Western Bulldogs,88,Docklands,VIC
2012,r5g1,Essendon,79,Docklands,VIC
2012,r5g2,Carlton,65,Docklands,VIC
2012,r5g3,Western Bulldogs,104,Docklands,VIC
2012,r5g4,Gold Coast,93,Metricon,QLD
2012,r5g5,St. Kilda,84,Docklands,VIC
2012,r5g6,Geelong,79,Kardinia Park,VIC
2012,r5g7,Sydney,106,SCG,NSW
2012,r5g8,West Coast,107,Perth Stadium,WA
2012,r5g9,Port Adelaide,91,Adelaide Oval,SA
2012,r6g1,Collingwood,98,MCG,VIC
2012,r6g2,Brisbane,62,Gabba,QLD
2012,r6g3,Melbourne,76,MCG,VIC
2012,r6g4,Fremantle,94,Perth Stadium,WA
2012,r6g5,Adelaide,99,Adelaide Oval,SA
2012,r6g6,Hawthorn,123,MCG,VIC
2012,r6g7,Greater Western Sydney,43,Sydney Showground,NSW
2012,r6g8,Richmond,91,MCG,VIC
2012,r6g9,North Melbourne,95,Docklands,VIC
2012,r7g1,Hawthorn,115,MCG,VIC
2012,r7g2,Geelong,72,Kardinia Park,VIC
2012,r7g3,Gold Coast,67,Metricon,QLD
2012,r7g4,Sydney,62,SCG,NSW
2012,r7g5,Collingwood,116,MCG,VIC
2012,r7g6,West Coast,52,Perth Stadium,WA
2012,r7g7,Western Bulldogs,101,Docklands,VIC
2012,r7g8,Port Adelaide,47,Adelaide Oval,SA
2012,r7g9,Carlton,98,Docklands,VIC
2012,r8g1,Geelong,84,Kardinia Park,VIC
2012,r8g2,North Melbourne,93,Docklands,VIC
2012,r8g3,Fremantle,63,Perth Stadium,WA
2012,r8g4,Melbourne,37,MCG,VIC
2012,r8g5,Gold Coast,34,Metricon,QLD
2012,r8g6,Richmond,109,MCG,VIC
2012,r8g7,Greater Western Sydney,40,Sydney Showground,NSW
2012,r8g8,Adelaide,124,Adelaide Oval,SA
2012,r8g9,St. Kilda,91,Docklands,VIC
2012,r9g1,Geelong,95,Kardinia Park,VIC
2012,r9g2,Hawthorn,75,MCG,VIC
2012,r9g3,Port Adelaide,118,Adelaide Oval,SA
2012,r9g4,Sydney,83,SCG,NSW
2012,r9g5,Collingwood,75,MCG,VIC
2012,r9g6,Essendon,119,Docklands,VIC
2012,r9g7,Brisbane,96,Gabba,QLD
2012,r9g8,Melbourne,49,MCG,VIC
2012,r9g9,Fremantle,36,Perth Stadium,WA
2012,r10g1,Richmond,121,MCG,VIC
2012,r10g2,Greater Western Sydney,61,Sydney Showground,NSW
2012,r10g3,North Melbourne,59,Docklands,VIC
2012,r10g4,Adelaide,111,Adelaide Oval,SA
2012,r10g5,Carlton,45,Docklands,VIC
2012,r10g6,Melbourne,58,MCG,VIC
2012,r10g7,West Coast,100,Perth Stadium,WA
2012,r10g8,Western Bulldogs,40,Docklands,VIC
2012,r10g9,Gold Coast,52,Metricon,QLD
2012,r11g1,Geelong,97,Kardinia Park,VIC
2012,r11g2,Fremantle,78,Perth Stadium,WA
2012,r11g3,St. Kilda,144,Docklands,VIC
2012,r11g4,Sydney,86,SCG,NSW
2012,r11g5,Hawthorn,108,MCG,VIC
2012,r11g6,Collingwood,129,MCG,VIC
2012,r12g1,Carlton,69,Docklands,VIC
2012,r12g2,St. Kilda,111,Docklands,VIC
2012,r12g3,Richmond,86,MCG,VIC
2012,r12g4,North Melbourne,87,Docklands,VIC
2012,r12g5,Brisbane,70,Gabba,QLD
2012,r12g6,Port Adelaide,57,Adelaide Oval,SA
2012,r13g1,Geelong,74,Kardinia Park,VIC
2012,r13g2,Brisbane,114,Gabba,QLD
2012,r13g3,West Coast,82,Perth Stadium,WA
2012,r13g4,Essendon,113,Docklands,VIC
2012,r13g5,Greater Western Sydney,57,Sydney Showground,NSW
2012,r13g6,Adelaide,89,Adelaide Oval,SA
2012,r14g1,Hawthorn,120,MCG,VIC
2012,r14g2,Fremantle,78,Perth Stadium,WA
2012,r14g3,Richmond,87,MCG,VIC
2012,r14g4,Gold Coast,40,Metricon,QLD
2012,r14g5,Greater Western Sydney,38,Sydney Showground,NSW
2012,r14g6,Western Bulldogs,56,Docklands,VIC
2012,r14g7,Port Adelaide,61,Adelaide Oval,SA
2012,r14g8,Melbourne,61,MCG,VIC
2012,r14g9,North Melbourne,136,Docklands,VIC
2012,r15g1,Carlton,85,Docklands,VIC
2012,r15g2,West Coast,86,Perth Stadium,WA
2012,r15g3,Richmond,101,MCG,VIC
2012,r15g4,Brisbane,63,Gabba,QLD
2012,r15g5,Adelaide,116,Adelaide Oval,SA
2012,r15g6,Essendon,62,Docklands,VIC
2012,r15g7,Greater Western Sydney,31,Sydney Showground,NSW
2012,r15g8,Geelong,110,Kardinia Park,VIC
2012,r15g9,Western Bulldogs,57,Docklands,VIC
2012,r16g1,Carlton,96,Docklands,VIC
2012,r16g2,Fremantle,117,Perth Stadium,WA
2012,r16g3,Essendon,127,Docklands,VIC
2012,r16g4,Gold Coast,90,Metricon,QLD
2012,r16g5,St. Kilda,105,Docklands,VIC
2012,r16g6,Collingwood,110,MCG,VIC
2012,r16g7,Adelaide,178,Adelaide Oval,SA
2012,r16g8,Hawthorn,116,MCG,VIC
2012,r16g9,Sydney,121,SCG,NSW
2012,r17g1,Essendon,67,Docklands,VIC
2012,r17g2,Hawthorn,138,MCG,VIC
2012,r17g3,West Coast,75,Perth Stadium,WA
2012,r17g4,Brisbane,59,Gabba,QLD
2012,r17g5,Port Adelaide,84,Adelaide Oval,SA
2012,r17g6,Carlton,102,Docklands,VIC
2012,r17g7,St. Kilda,76,Docklands,VIC
2012,r17g8,North Melbourne,103,Docklands,VIC
2012,r17g9,Greater Western Sydney,37,Sydney Showground,NSW
2012,r18g1,Hawthorn,180,MCG,VIC
2012,r18g2,Adelaide,75,Adelaide Oval,SA
2012,r18g3,Melbourne,73,MCG,VIC
2012,r18g4,Collingwood,174,MCG,VIC
2012,r18g5,Sydney,126,SCG,NSW
2012,r18g6,Richmond,91,MCG,VIC
2012,r18g7,Fremantle,75,Perth Stadium,WA
2012,r18g8,Western Bulldogs,42,Docklands,VIC
2012,r18g9,Brisbane,77,Gabba,QLD
2012,r19g1,Geelong,118,Kardinia Park,VIC
2012,r19g2,North Melbourne,115,Docklands,VIC
2012,r19g3,Port Adelaide,73,Adelaide Oval,SA
2012,r19g4,West Coast,48,Perth Stadium,WA
2012,r19g5,Richmond,432,MCG,VIC
2012,r19g6,St. Kilda,85,Docklands,VIC
2012,r19g7,Gold Coast,66,Metricon,QLD
2012,r19g8,Sydney,93,SCG,NSW
2012,r19g9,Essendon,100,Docklands,VIC
2012,r20g1,Geelong,97,Kardinia Park,VIC
2012,r20g2,Melbourne,82,MCG,VIC
2012,r20g3,Fremantle,91,Perth Stadium,WA
2012,r20g4,Greater Western Sydney,79,Sydney Showground,NSW
2012,r20g5,Brisbane,77,Gabba,QLD
2012,r20g6,Collingwood,78,MCG,VIC
2012,r20g7,Port Adelaide,87,Adelaide Oval,SA
2012,r20g8,Western Bulldogs,80,Docklands,VIC
2012,r20g9,North Melbourne,100,Docklands,VIC
2012,r21g1,St. Kilda,81,Docklands,VIC
2012,r21g2,Carlton,156,Docklands,VIC
2012,r21g3,Melbourne,84,MCG,VIC
2012,r21g4,Richmond,72,MCG,VIC
2012,r21g5,Adelaide,85,Adelaide Oval,SA
2012,r21g6,North Melbourne,91,Docklands,VIC
2012,r21g7,West Coast,98,Perth Stadium,WA
2012,r21g8,Sydney,167,SCG,NSW
2012,r21g9,Gold Coast,65,Metricon,QLD
2012,r22g1,Essendon,57,Docklands,VIC
2012,r22g2,Greater Western Sydney,35,Sydney Showground,NSW
2012,r22g3,Brisbane,104,Gabba,QLD
2012,r22g4,Hawthorn,102,MCG,VIC
2012,r22g5,Carlton,86,Docklands,VIC
2012,r22g6,Collingwood,58,MCG,VIC
2012,r22g7,Western Bulldogs,73,Docklands,VIC
2012,r22g8,Fremantle,132,Perth Stadium,WA
2012,r22g9,Adelaide,150,Adelaide Oval,SA
2012,r23g1,West Coast,70,Perth Stadium,WA
2012,r23g2,Sydney,78,SCG,NSW
2012,r23g3,Gold Coast,62,Metricon,QLD
2012,r23g4,North Melbourne,105,Docklands,VIC
2012,r23g5,Melbourne,40,MCG,VIC
2012,r23g6,Collingwood,104,MCG,VIC
2012,r23g7,St. Kilda,106,Docklands,VIC
2012,r23g8,Port Adelaide,106,Adelaide Oval,SA
2012,r23g9,Western Bulldogs,61,Docklands,VIC
